Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Park Avenue Deodorant,Variant 43,Women,Woody,150,377,22,No,Yes,No,2.6,4756,2036-10-13,2038-10-13,India,Spray,32,2733,No,42,Local Store
Park Avenue Deodorant,Variant 21,Women,Citrus,100,413,7,Yes,No,No,2.9,3912,2036-10-14,2038-10-14,India,Spray,24,1445,No,6,Amazon
Rexona Deodorant,Variant 5,Women,Floral,200,578,24,No,No,No,4.2,566,2036-10-15,2038-10-15,India,Stick,33,2373,Yes,23,Local Store
Nivea,Variant 20,Unisex,Fresh,250,182,8,No,Yes,Yes,4.5,2144,2036-10-16,2038-10-16,India,Spray,35,1031,Yes,18,Nykaa
Nivea,Variant 2,Unisex,Citrus,100,323,11,No,Yes,Yes,4.3,3110,2036-10-17,2038-10-17,India,Roll-on,28,4093,No,17,Nykaa
Nivea,Variant 38,Unisex,Fruity,250,391,18,No,No,No,3.5,3019,2036-10-18,2038-10-18,India,Roll-on,18,4029,Yes,40,Myntra
Rexona Deodorant,Variant 29,Unisex,Fresh,250,536,14,Yes,No,Yes,4.1,4029,2036-10-19,2038-10-19,India,Roll-on,35,9139,No,20,Flipkart
Engage Deo,Variant 45,Women,Oriental,150,521,9,No,Yes,Yes,3.1,1575,2036-10-20,2038-10-20,India,Stick,21,9958,No,9,Local Store
Nike Deodorant,Variant 15,Women,Woody,250,546,21,Yes,No,No,2.8,2768,2036-10-21,2038-10-21,India,Stick,16,1107,Yes,1,Amazon
Engage Deo,Variant 33,Women,Fruity,150,291,19,No,Yes,No,2.9,1199,2036-10-22,2038-10-22,India,Stick,18,541,Yes,33,Amazon
Nike Deodorant,Variant 12,Men,Spicy,100,178,18,Yes,No,Yes,3.9,2891,2036-10-23,2038-10-23,India,Spray,32,362,No,38,Nykaa
Fogg Deo,Variant 21,Women,Floral,100,662,5,Yes,No,No,4.7,3017,2036-10-24,2038-10-24,India,Roll-on,13,3140,No,5,Nykaa
Nike Deodorant,Variant 16,Women,Woody,200,445,15,Yes,Yes,No,4.6,798,2036-10-25,2038-10-25,India,Roll-on,16,9861,No,17,Amazon
Nike Deodorant,Variant 37,Women,Fresh,250,698,17,Yes,No,No,4.6,4959,2036-10-26,2038-10-26,India,Spray,36,8649,Yes,44,Amazon
Engage Deo,Variant 4,Women,Spicy,100,639,7,No,No,No,2.6,4456,2036-10-27,2038-10-27,India,Stick,27,2254,Yes,49,Amazon
Nike Deodorant,Variant 33,Women,Aquatic,200,658,14,No,No,Yes,2.8,1805,2036-10-28,2038-10-28,India,Roll-on,35,1826,Yes,29,Local Store
Envy Deo,Variant 42,Women,Citrus,150,274,17,Yes,No,Yes,3.2,390,2036-10-29,2038-10-29,India,Spray,21,9141,Yes,34,Local Store
Park Avenue Deodorant,Variant 38,Unisex,Woody,200,362,9,Yes,No,No,2.9,2604,2036-10-30,2038-10-30,India,Spray,33,702,No,6,Flipkart
Nike Deodorant,Variant 20,Women,Aquatic,200,623,4,No,No,Yes,4.3,2864,2036-10-31,2038-10-31,India,Stick,21,2202,No,22,Local Store
Fogg Deo,Variant 31,Women,Woody,150,171,16,No,Yes,No,3.5,2390,2036-11-01,2038-11-01,India,Roll-on,28,5108,Yes,25,Nykaa
Nike Deodorant,Variant 46,Men,Fresh,100,412,19,No,No,No,3.6,2776,2036-11-02,2038-11-02,India,Roll-on,28,9757,No,14,Myntra
Nike Deodorant,Variant 37,Men,Fruity,200,384,5,No,Yes,Yes,3.3,2369,2036-11-03,2038-11-03,India,Spray,28,5342,Yes,0,Amazon
Denver Deo for Men,Variant 47,Men,Floral,200,654,20,Yes,No,Yes,3.2,53,2036-11-04,2038-11-04,India,Stick,16,3883,No,34,Local Store
Nivea,Variant 37,Unisex,Fruity,200,318,7,Yes,No,No,4.5,4331,2036-11-05,2038-11-05,India,Roll-on,21,8058,Yes,5,Flipkart
Denver Deo for Men,Variant 6,Women,Aquatic,150,286,22,No,Yes,Yes,3.6,3101,2036-11-06,2038-11-06,India,Stick,12,3219,Yes,10,Nykaa
Envy Deo,Variant 48,Men,Aquatic,150,591,11,Yes,Yes,Yes,4.6,4950,2036-11-07,2038-11-07,India,Stick,18,6070,No,16,Amazon
Denver Deo for Men,Variant 48,Women,Spicy,150,456,10,Yes,No,No,4.9,2303,2036-11-08,2038-11-08,India,Roll-on,34,2723,No,43,Nykaa
Rexona Deodorant,Variant 34,Men,Fresh,250,525,21,Yes,No,Yes,2.8,2496,2036-11-09,2038-11-09,India,Stick,21,3114,Yes,34,Local Store
Nivea,Variant 47,Women,Citrus,150,420,15,No,Yes,No,3.6,768,2036-11-10,2038-11-10,India,Stick,17,5291,Yes,32,Myntra
Fogg Deo,Variant 28,Women,Woody,250,165,10,Yes,No,No,4.5,3656,2036-11-11,2038-11-11,India,Stick,19,1588,No,41,Nykaa
Nike Deodorant,Variant 34,Men,Woody,250,563,22,Yes,No,No,3.2,3996,2036-11-12,2038-11-12,India,Spray,19,7425,No,34,Nykaa
Denver Deo for Men,Variant 25,Men,Fresh,100,419,9,Yes,Yes,No,3.8,4409,2036-11-13,2038-11-13,India,Spray,23,5129,No,14,Flipkart
Envy Deo,Variant 20,Women,Citrus,250,371,17,No,No,Yes,4.5,457,2036-11-14,2038-11-14,India,Spray,30,2090,No,0,Flipkart
Nivea,Variant 38,Men,Oriental,250,368,17,No,No,No,3.2,2970,2036-11-15,2038-11-15,India,Roll-on,22,7617,Yes,27,Myntra
Rexona Deodorant,Variant 3,Unisex,Aquatic,250,342,6,No,No,Yes,4.2,112,2036-11-16,2038-11-16,India,Stick,12,9576,No,28,Flipkart
Denver Deo for Men,Variant 13,Men,Citrus,150,216,8,Yes,Yes,Yes,3.0,993,2036-11-17,2038-11-17,India,Spray,28,9868,No,8,Amazon
Fogg Deo,Variant 45,Men,Aquatic,100,588,20,No,No,Yes,2.7,4912,2036-11-18,2038-11-18,India,Stick,31,6673,No,21,Myntra
Nivea,Variant 25,Men,Woody,150,523,10,No,Yes,Yes,4.7,2693,2036-11-19,2038-11-19,India,Roll-on,19,1861,Yes,17,Amazon
Rexona Deodorant,Variant 31,Men,Spicy,150,263,12,Yes,No,No,4.5,1710,2036-11-20,2038-11-20,India,Roll-on,32,158,Yes,3,Local Store
Park Avenue Deodorant,Variant 6,Women,Spicy,200,280,23,No,No,No,3.0,2982,2036-11-21,2038-11-21,India,Stick,35,1573,No,26,Myntra
Engage Deo,Variant 46,Women,Floral,200,187,10,Yes,No,No,2.8,4143,2036-11-22,2038-11-22,India,Spray,17,1237,Yes,18,Myntra
Rexona Deodorant,Variant 34,Women,Fresh,200,246,23,No,Yes,No,3.2,913,2036-11-23,2038-11-23,India,Stick,17,5174,No,28,Flipkart
Engage Deo,Variant 32,Women,Aquatic,150,505,9,No,Yes,Yes,3.1,630,2036-11-24,2038-11-24,India,Stick,22,4966,Yes,11,Flipkart
Park Avenue Deodorant,Variant 33,Unisex,Aquatic,150,396,13,Yes,Yes,No,5.0,518,2036-11-25,2038-11-25,India,Stick,19,6750,Yes,8,Myntra
Envy Deo,Variant 38,Unisex,Spicy,250,307,20,Yes,Yes,No,4.0,1278,2036-11-26,2038-11-26,India,Spray,21,6311,Yes,31,Nykaa
Fogg Deo,Variant 13,Men,Fruity,150,539,18,Yes,Yes,No,2.6,4317,2036-11-27,2038-11-27,India,Stick,23,9690,Yes,1,Nykaa
Nivea,Variant 1,Unisex,Woody,100,343,21,Yes,Yes,Yes,4.0,4882,2036-11-28,2038-11-28,India,Roll-on,12,2150,Yes,46,Nykaa
Denver Deo for Men,Variant 21,Men,Citrus,200,694,24,Yes,Yes,Yes,4.0,4102,2036-11-29,2038-11-29,India,Roll-on,17,3456,Yes,8,Local Store
Envy Deo,Variant 25,Women,Spicy,250,196,9,No,No,No,3.2,4597,2036-11-30,2038-11-30,India,Stick,31,9996,Yes,40,Amazon
Denver Deo for Men,Variant 41,Women,Fresh,200,591,22,No,Yes,No,2.9,3478,2036-12-01,2038-12-01,India,Roll-on,32,2968,Yes,31,Myntra
Engage Deo,Variant 33,Men,Oriental,150,563,15,No,No,No,2.6,2486,2036-12-02,2038-12-02,India,Stick,20,2799,No,13,Flipkart
Rexona Deodorant,Variant 24,Unisex,Oriental,150,356,13,No,Yes,No,3.2,1115,2036-12-03,2038-12-03,India,Roll-on,21,6882,No,33,Nykaa
Envy Deo,Variant 6,Women,Aquatic,250,156,18,No,Yes,Yes,4.1,1769,2036-12-04,2038-12-04,India,Spray,12,1421,No,7,Myntra
Engage Deo,Variant 29,Men,Oriental,150,329,23,No,No,No,2.7,4858,2036-12-05,2038-12-05,India,Roll-on,36,9624,No,44,Flipkart
Engage Deo,Variant 22,Men,Woody,200,362,12,No,Yes,Yes,3.3,1311,2036-12-06,2038-12-06,India,Stick,20,6229,Yes,18,Flipkart
Fogg Deo,Variant 15,Women,Spicy,250,389,20,No,No,No,4.7,2693,2036-12-07,2038-12-07,India,Roll-on,13,8917,No,32,Flipkart
Park Avenue Deodorant,Variant 19,Unisex,Floral,250,176,23,Yes,Yes,Yes,4.4,853,2036-12-08,2038-12-08,India,Roll-on,33,7064,No,11,Nykaa
Park Avenue Deodorant,Variant 39,Women,Woody,100,197,4,No,Yes,Yes,3.0,3220,2036-12-09,2038-12-09,India,Roll-on,36,2796,No,45,Nykaa
Engage Deo,Variant 43,Unisex,Citrus,200,583,20,Yes,Yes,No,4.1,3555,2036-12-10,2038-12-10,India,Stick,15,6609,Yes,16,Nykaa
Denver Deo for Men,Variant 45,Women,Fresh,250,170,16,No,Yes,Yes,3.1,2929,2036-12-11,2038-12-11,India,Spray,28,1322,Yes,48,Local Store
Nivea,Variant 6,Women,Oriental,200,504,15,No,Yes,Yes,4.1,256,2036-12-12,2038-12-12,India,Spray,26,9459,Yes,12,Amazon
Nike Deodorant,Variant 27,Men,Aquatic,150,503,20,Yes,No,Yes,4.7,3360,2036-12-13,2038-12-13,India,Roll-on,32,1515,No,14,Nykaa
Envy Deo,Variant 47,Men,Fresh,150,256,14,No,No,Yes,3.1,3983,2036-12-14,2038-12-14,India,Spray,25,1912,Yes,0,Flipkart
Fogg Deo,Variant 18,Women,Aquatic,200,487,22,No,No,No,3.4,1390,2036-12-15,2038-12-15,India,Roll-on,27,1351,Yes,12,Nykaa
Park Avenue Deodorant,Variant 19,Men,Fruity,150,158,17,No,No,Yes,2.7,50,2036-12-16,2038-12-16,India,Spray,13,3215,Yes,25,Flipkart
Envy Deo,Variant 43,Men,Floral,100,464,14,No,No,Yes,4.1,905,2036-12-17,2038-12-17,India,Spray,28,8906,Yes,22,Flipkart
Nike Deodorant,Variant 38,Women,Aquatic,200,653,22,No,Yes,Yes,3.6,2490,2036-12-18,2038-12-18,India,Spray,29,1857,Yes,14,Flipkart
Fogg Deo,Variant 44,Men,Citrus,150,154,22,Yes,Yes,No,3.2,167,2036-12-19,2038-12-19,India,Spray,29,799,No,20,Myntra
Nivea,Variant 40,Women,Fruity,250,275,22,Yes,Yes,No,3.4,631,2036-12-20,2038-12-20,India,Stick,22,6770,Yes,42,Local Store
Park Avenue Deodorant,Variant 25,Men,Woody,250,273,15,No,Yes,Yes,3.9,3208,2036-12-21,2038-12-21,India,Spray,28,9261,No,22,Nykaa
Park Avenue Deodorant,Variant 31,Unisex,Woody,100,435,9,No,Yes,No,4.9,732,2036-12-22,2038-12-22,India,Spray,14,9138,No,31,Local Store
Nike Deodorant,Variant 34,Unisex,Fresh,150,669,6,No,Yes,No,3.3,3685,2036-12-23,2038-12-23,India,Spray,28,5968,No,28,Amazon
Nike Deodorant,Variant 9,Unisex,Spicy,100,582,5,No,No,Yes,2.8,544,2036-12-24,2038-12-24,India,Spray,12,5224,No,50,Amazon
Denver Deo for Men,Variant 29,Women,Aquatic,100,255,8,Yes,No,No,4.9,2126,2036-12-25,2038-12-25,India,Stick,23,2910,Yes,49,Myntra
Nivea,Variant 28,Women,Woody,250,594,19,Yes,No,Yes,4.8,1409,2036-12-26,2038-12-26,India,Spray,12,6946,No,45,Flipkart
Fogg Deo,Variant 18,Women,Fruity,250,372,14,Yes,Yes,No,2.7,3395,2036-12-27,2038-12-27,India,Spray,21,8340,Yes,19,Amazon
Nike Deodorant,Variant 27,Unisex,Oriental,100,305,24,No,Yes,No,2.9,2909,2036-12-28,2038-12-28,India,Stick,26,2703,Yes,44,Flipkart
Fogg Deo,Variant 23,Unisex,Fruity,150,298,10,Yes,No,Yes,4.5,4997,2036-12-29,2038-12-29,India,Roll-on,23,8575,Yes,11,Amazon
Park Avenue Deodorant,Variant 49,Men,Oriental,150,635,21,No,Yes,Yes,3.1,1407,2036-12-30,2038-12-30,India,Stick,18,8306,Yes,39,Local Store
Nike Deodorant,Variant 44,Men,Spicy,100,624,6,Yes,Yes,No,4.9,2359,2036-12-31,2038-12-31,India,Roll-on,17,961,No,39,Amazon
Engage Deo,Variant 23,Unisex,Citrus,250,203,10,No,No,No,2.9,2690,2037-01-01,2039-01-01,India,Stick,29,7948,Yes,29,Local Store
Engage Deo,Variant 3,Women,Citrus,150,166,17,Yes,Yes,No,4.8,3019,2037-01-02,2039-01-02,India,Spray,24,2720,Yes,48,Local Store
Fogg Deo,Variant 45,Women,Oriental,150,362,7,No,No,Yes,3.6,2379,2037-01-03,2039-01-03,India,Roll-on,24,1357,No,3,Amazon
Fogg Deo,Variant 42,Unisex,Floral,200,337,8,No,Yes,Yes,2.8,1397,2037-01-04,2039-01-04,India,Roll-on,14,4920,No,13,Local Store
Nivea,Variant 2,Unisex,Oriental,250,545,5,Yes,Yes,No,3.1,2453,2037-01-05,2039-01-05,India,Roll-on,27,9340,No,5,Myntra
Denver Deo for Men,Variant 8,Unisex,Fresh,100,398,5,Yes,No,Yes,4.9,1012,2037-01-06,2039-01-06,India,Spray,16,9023,Yes,4,Myntra
Rexona Deodorant,Variant 8,Men,Spicy,150,323,16,Yes,Yes,No,3.6,1210,2037-01-07,2039-01-07,India,Spray,18,3998,No,22,Amazon
Rexona Deodorant,Variant 39,Men,Citrus,250,492,7,Yes,Yes,Yes,2.6,4483,2037-01-08,2039-01-08,India,Stick,15,6549,Yes,18,Local Store
Engage Deo,Variant 1,Unisex,Citrus,150,163,20,No,No,Yes,4.7,2759,2037-01-09,2039-01-09,India,Stick,19,4901,Yes,11,Myntra
Engage Deo,Variant 3,Unisex,Aquatic,100,505,9,No,No,Yes,3.7,2355,2037-01-10,2039-01-10,India,Stick,32,4907,Yes,46,Local Store
Nike Deodorant,Variant 15,Unisex,Aquatic,200,674,4,Yes,Yes,Yes,3.9,1939,2037-01-11,2039-01-11,India,Roll-on,33,6804,Yes,4,Nykaa
Fogg Deo,Variant 30,Men,Woody,150,623,20,No,Yes,Yes,3.5,4542,2037-01-12,2039-01-12,India,Roll-on,30,3744,No,3,Flipkart
Engage Deo,Variant 34,Unisex,Citrus,250,402,14,Yes,Yes,No,3.5,2823,2037-01-13,2039-01-13,India,Spray,24,8984,Yes,9,Flipkart
Nike Deodorant,Variant 39,Men,Oriental,250,627,4,Yes,Yes,Yes,3.0,2050,2037-01-14,2039-01-14,India,Spray,23,288,No,18,Local Store
Rexona Deodorant,Variant 27,Unisex,Spicy,100,519,11,Yes,Yes,Yes,4.7,3033,2037-01-15,2039-01-15,India,Spray,21,7321,Yes,2,Nykaa
Nivea,Variant 7,Unisex,Aquatic,250,349,10,No,No,No,2.5,704,2037-01-16,2039-01-16,India,Spray,13,5344,Yes,10,Myntra
Envy Deo,Variant 26,Women,Woody,150,171,8,Yes,No,No,2.9,3994,2037-01-17,2039-01-17,India,Roll-on,27,6409,Yes,21,Nykaa
Nivea,Variant 40,Women,Woody,250,674,5,Yes,No,No,3.6,4485,2037-01-18,2039-01-18,India,Stick,20,2389,Yes,14,Flipkart
Park Avenue Deodorant,Variant 9,Unisex,Floral,250,671,24,Yes,Yes,No,3.5,3120,2037-01-19,2039-01-19,India,Stick,33,7564,No,15,Flipkart
Nivea,Variant 22,Women,Spicy,100,395,4,Yes,Yes,Yes,4.8,2481,2037-01-20,2039-01-20,India,Roll-on,28,5138,No,23,Nykaa
Nike Deodorant,Variant 27,Unisex,Fruity,200,177,24,No,Yes,Yes,3.8,3766,2037-01-21,2039-01-21,India,Stick,12,2682,No,37,Local Store
Park Avenue Deodorant,Variant 6,Men,Spicy,100,475,18,No,Yes,Yes,3.1,4085,2037-01-22,2039-01-22,India,Roll-on,18,2485,Yes,41,Local Store
Envy Deo,Variant 20,Men,Spicy,250,535,15,No,Yes,Yes,4.8,4681,2037-01-23,2039-01-23,India,Spray,23,9311,Yes,3,Local Store
Rexona Deodorant,Variant 50,Men,Woody,100,307,19,No,No,No,3.1,580,2037-01-24,2039-01-24,India,Stick,20,2894,No,50,Flipkart
Denver Deo for Men,Variant 28,Women,Oriental,100,510,22,No,No,No,5.0,3322,2037-01-25,2039-01-25,India,Roll-on,15,9387,No,37,Amazon
Nike Deodorant,Variant 9,Unisex,Woody,100,498,24,Yes,Yes,No,2.6,4136,2037-01-26,2039-01-26,India,Roll-on,34,460,Yes,3,Flipkart
Nivea,Variant 38,Women,Floral,150,298,19,No,No,No,3.7,4296,2037-01-27,2039-01-27,India,Stick,32,3259,Yes,32,Flipkart
Envy Deo,Variant 49,Unisex,Fresh,250,456,12,No,Yes,Yes,2.9,937,2037-01-28,2039-01-28,India,Spray,33,8825,No,33,Myntra
Fogg Deo,Variant 26,Men,Aquatic,200,361,16,No,Yes,Yes,3.5,3376,2037-01-29,2039-01-29,India,Roll-on,33,976,No,27,Local Store
Denver Deo for Men,Variant 49,Men,Fruity,200,293,10,No,Yes,No,4.3,4361,2037-01-30,2039-01-30,India,Roll-on,15,4868,No,3,Nykaa
Nivea,Variant 35,Women,Woody,150,546,7,Yes,Yes,Yes,4.2,397,2037-01-31,2039-01-31,India,Roll-on,33,4979,No,20,Amazon
Engage Deo,Variant 35,Men,Spicy,100,378,18,Yes,No,No,2.6,1842,2037-02-01,2039-02-01,India,Stick,33,9584,No,10,Flipkart
Rexona Deodorant,Variant 43,Men,Aquatic,150,589,8,No,No,Yes,3.6,768,2037-02-02,2039-02-02,India,Roll-on,30,717,No,16,Amazon
Engage Deo,Variant 6,Men,Fruity,200,578,10,Yes,Yes,No,4.3,2441,2037-02-03,2039-02-03,India,Stick,25,9868,No,12,Flipkart
Engage Deo,Variant 43,Women,Floral,200,197,4,No,No,Yes,4.1,1691,2037-02-04,2039-02-04,India,Roll-on,23,7991,Yes,19,Nykaa
Fogg Deo,Variant 32,Unisex,Citrus,150,315,9,Yes,Yes,Yes,2.9,2037,2037-02-05,2039-02-05,India,Spray,28,5280,Yes,47,Nykaa
Rexona Deodorant,Variant 39,Women,Woody,100,390,5,Yes,No,No,2.8,912,2037-02-06,2039-02-06,India,Stick,19,7834,Yes,29,Nykaa
Engage Deo,Variant 24,Unisex,Floral,250,390,5,Yes,No,Yes,4.9,1572,2037-02-07,2039-02-07,India,Roll-on,25,5049,No,32,Local Store
Rexona Deodorant,Variant 48,Women,Oriental,200,556,24,No,No,Yes,4.2,4125,2037-02-08,2039-02-08,India,Stick,26,1882,Yes,14,Myntra
Nivea,Variant 48,Men,Aquatic,100,228,23,No,Yes,Yes,4.5,4720,2037-02-09,2039-02-09,India,Roll-on,31,586,No,7,Flipkart
Engage Deo,Variant 32,Unisex,Fruity,200,316,20,Yes,Yes,No,2.6,2592,2037-02-10,2039-02-10,India,Spray,21,8229,Yes,3,Myntra
Engage Deo,Variant 22,Unisex,Fruity,150,505,22,No,No,No,3.0,657,2037-02-11,2039-02-11,India,Stick,35,4819,No,10,Local Store
Denver Deo for Men,Variant 29,Men,Citrus,200,407,9,No,Yes,Yes,2.7,1562,2037-02-12,2039-02-12,India,Spray,19,9693,No,34,Local Store
Denver Deo for Men,Variant 34,Women,Citrus,250,418,13,No,Yes,No,2.6,1616,2037-02-13,2039-02-13,India,Stick,29,8258,Yes,7,Myntra
Envy Deo,Variant 36,Unisex,Aquatic,150,560,7,No,No,Yes,4.7,1030,2037-02-14,2039-02-14,India,Spray,19,3446,Yes,16,Local Store
Park Avenue Deodorant,Variant 17,Men,Fresh,150,507,19,No,Yes,No,4.7,595,2037-02-15,2039-02-15,India,Stick,24,1580,No,47,Flipkart
Denver Deo for Men,Variant 11,Women,Fresh,200,614,24,No,No,Yes,3.9,712,2037-02-16,2039-02-16,India,Roll-on,26,4208,No,38,Flipkart
Nike Deodorant,Variant 18,Men,Citrus,100,580,10,Yes,No,Yes,4.7,2274,2037-02-17,2039-02-17,India,Roll-on,21,3318,No,45,Nykaa
Rexona Deodorant,Variant 44,Unisex,Aquatic,150,540,19,No,Yes,Yes,2.8,725,2037-02-18,2039-02-18,India,Spray,20,1151,No,40,Amazon
Rexona Deodorant,Variant 23,Women,Oriental,100,267,4,No,No,No,3.4,3661,2037-02-19,2039-02-19,India,Roll-on,15,2735,No,33,Amazon
Nivea,Variant 27,Unisex,Fresh,100,307,20,No,Yes,No,4.9,1961,2037-02-20,2039-02-20,India,Roll-on,32,2508,No,11,Amazon
Fogg Deo,Variant 22,Unisex,Spicy,100,574,23,No,No,No,4.1,4649,2037-02-21,2039-02-21,India,Spray,12,5534,Yes,39,Local Store
Fogg Deo,Variant 46,Men,Fresh,200,597,9,Yes,Yes,Yes,4.4,161,2037-02-22,2039-02-22,India,Spray,18,1150,No,3,Amazon
Envy Deo,Variant 22,Unisex,Citrus,200,586,19,Yes,Yes,Yes,2.6,705,2037-02-23,2039-02-23,India,Spray,26,4157,Yes,31,Amazon
Fogg Deo,Variant 34,Unisex,Citrus,100,170,12,Yes,No,No,3.4,3833,2037-02-24,2039-02-24,India,Spray,32,3815,No,4,Amazon
Rexona Deodorant,Variant 15,Unisex,Aquatic,250,296,22,Yes,No,No,3.5,1146,2037-02-25,2039-02-25,India,Roll-on,12,5248,Yes,45,Amazon
Park Avenue Deodorant,Variant 32,Unisex,Floral,200,493,20,Yes,Yes,Yes,3.7,3844,2037-02-26,2039-02-26,India,Stick,18,5378,No,6,Local Store
Nivea,Variant 16,Men,Fresh,150,635,7,Yes,No,Yes,3.4,3519,2037-02-27,2039-02-27,India,Roll-on,29,215,No,38,Nykaa
Nike Deodorant,Variant 21,Men,Oriental,150,382,8,Yes,Yes,Yes,2.8,147,2037-02-28,2039-02-28,India,Roll-on,18,1109,Yes,43,Myntra
Envy Deo,Variant 3,Unisex,Woody,150,631,22,No,Yes,Yes,4.4,1583,2037-03-01,2039-03-01,India,Stick,19,6152,No,2,Myntra
Engage Deo,Variant 29,Unisex,Fruity,150,196,15,Yes,No,No,4.7,1726,2037-03-02,2039-03-02,India,Spray,36,6942,Yes,39,Myntra
Rexona Deodorant,Variant 39,Women,Fruity,250,586,10,Yes,Yes,No,2.8,1826,2037-03-03,2039-03-03,India,Roll-on,28,4594,Yes,36,Nykaa
Denver Deo for Men,Variant 12,Men,Fruity,150,493,21,Yes,Yes,No,3.3,1972,2037-03-04,2039-03-04,India,Stick,31,5479,No,33,Myntra
Park Avenue Deodorant,Variant 25,Women,Spicy,200,562,10,Yes,Yes,No,2.6,538,2037-03-05,2039-03-05,India,Spray,26,7374,Yes,22,Amazon
Denver Deo for Men,Variant 18,Men,Woody,100,610,12,Yes,Yes,No,3.3,1299,2037-03-06,2039-03-06,India,Roll-on,29,6779,Yes,43,Local Store
Nike Deodorant,Variant 3,Men,Oriental,100,629,17,No,Yes,No,4.9,2508,2037-03-07,2039-03-07,India,Roll-on,17,6484,Yes,5,Nykaa
Envy Deo,Variant 17,Women,Woody,200,344,22,No,No,Yes,3.1,2889,2037-03-08,2039-03-08,India,Spray,15,1893,No,12,Nykaa
Envy Deo,Variant 27,Women,Fresh,200,233,11,Yes,Yes,No,3.7,4227,2037-03-09,2039-03-09,India,Stick,14,4766,No,5,Flipkart
Rexona Deodorant,Variant 24,Men,Fruity,150,261,4,No,Yes,No,4.9,181,2037-03-10,2039-03-10,India,Roll-on,16,3913,Yes,46,Flipkart
Denver Deo for Men,Variant 26,Unisex,Aquatic,150,587,10,Yes,No,No,2.6,3080,2037-03-11,2039-03-11,India,Spray,19,1487,Yes,41,Myntra
Nike Deodorant,Variant 1,Men,Floral,100,175,19,Yes,Yes,No,3.3,2866,2037-03-12,2039-03-12,India,Roll-on,33,4730,No,33,Amazon
Fogg Deo,Variant 7,Women,Aquatic,250,549,12,No,Yes,Yes,3.5,2867,2037-03-13,2039-03-13,India,Spray,20,1732,Yes,45,Myntra
Envy Deo,Variant 47,Women,Spicy,200,500,11,No,Yes,No,3.1,3514,2037-03-14,2039-03-14,India,Stick,16,4125,No,15,Myntra
Nivea,Variant 36,Men,Fresh,250,638,20,No,No,No,2.9,1736,2037-03-15,2039-03-15,India,Spray,29,8798,Yes,11,Myntra
Engage Deo,Variant 15,Men,Aquatic,150,269,10,Yes,No,No,2.6,407,2037-03-16,2039-03-16,India,Spray,21,3552,Yes,5,Flipkart
Park Avenue Deodorant,Variant 20,Unisex,Floral,250,154,21,No,No,No,4.4,2771,2037-03-17,2039-03-17,India,Spray,26,7557,Yes,12,Myntra
Nike Deodorant,Variant 41,Women,Fruity,200,586,7,No,No,No,3.4,401,2037-03-18,2039-03-18,India,Stick,12,4206,Yes,14,Amazon
Denver Deo for Men,Variant 6,Women,Aquatic,100,419,24,Yes,No,Yes,4.1,4284,2037-03-19,2039-03-19,India,Spray,16,8518,No,4,Nykaa
Rexona Deodorant,Variant 6,Women,Fresh,250,336,15,No,No,Yes,3.4,1304,2037-03-20,2039-03-20,India,Spray,36,448,Yes,30,Local Store
Engage Deo,Variant 36,Men,Floral,100,278,7,No,Yes,Yes,2.8,3509,2037-03-21,2039-03-21,India,Spray,22,6980,No,49,Amazon
Denver Deo for Men,Variant 29,Unisex,Fruity,150,194,15,Yes,Yes,Yes,4.2,2011,2037-03-22,2039-03-22,India,Spray,36,4388,No,48,Local Store
Nivea,Variant 1,Men,Oriental,150,170,6,No,No,Yes,3.9,1343,2037-03-23,2039-03-23,India,Spray,15,2952,Yes,8,Local Store
Park Avenue Deodorant,Variant 49,Unisex,Floral,200,230,21,Yes,No,Yes,4.4,4620,2037-03-24,2039-03-24,India,Roll-on,22,8400,Yes,40,Local Store
Denver Deo for Men,Variant 3,Unisex,Fruity,100,401,9,No,Yes,Yes,4.9,1689,2037-03-25,2039-03-25,India,Spray,19,8078,No,46,Nykaa
Envy Deo,Variant 9,Unisex,Aquatic,200,626,5,Yes,No,Yes,4.1,694,2037-03-26,2039-03-26,India,Stick,20,4809,Yes,47,Nykaa
Nivea,Variant 36,Unisex,Floral,100,587,6,Yes,No,Yes,3.2,4065,2037-03-27,2039-03-27,India,Spray,17,3570,No,13,Flipkart
Nivea,Variant 3,Women,Woody,150,604,12,No,No,Yes,2.6,4430,2037-03-28,2039-03-28,India,Spray,20,4640,Yes,18,Myntra
Nike Deodorant,Variant 45,Unisex,Oriental,200,172,7,Yes,No,No,2.7,2568,2037-03-29,2039-03-29,India,Stick,28,3432,No,39,Nykaa
Nivea,Variant 12,Unisex,Woody,100,319,4,Yes,No,No,3.3,4779,2037-03-30,2039-03-30,India,Spray,16,9512,No,7,Myntra
Denver Deo for Men,Variant 21,Unisex,Aquatic,200,599,6,Yes,No,Yes,4.7,4662,2037-03-31,2039-03-31,India,Spray,25,268,No,3,Myntra
Park Avenue Deodorant,Variant 9,Men,Floral,250,607,22,No,Yes,Yes,3.5,3728,2037-04-01,2039-04-01,India,Spray,12,5420,Yes,1,Nykaa
